開課序號,開課代碼,系所,組,年,班,全英語,MOOCS,限性別,中文課程名稱,英文課程名稱,學分,必/選,全/半,教師,地點時間,限修人數,選修人數,限修條件,備註
0908,01UG004,通識,A,,,,,,音樂鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Music Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,李娓娓,四 3-4 本部 誠101,120,161,◎音樂系（學）不得選修,◎數位課程
0909,01UG004,通識,B,,,,,,音樂鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Music Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,陳惠齡,二 3-4 本部 綜210展覽廳,50,54,◎音樂系（學）不得選修,
0910,01UG006,通識,,,,,,,臺灣小說選讀 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Selected Readings in Taiwanese Novels [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,林淑慧,三 3-4 本部 教202會議廳,104,116,,
0911,01UG008,通識,,,,,,,旅行文學 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學  ；109起入學：人文藝術 ],Travelling Literature [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,陳室如,二 3-4 本部 樸401,50,57,◎國文系（學）不得選修,
0912,01UG011,通識,A,,,,,,亞裔美國文學與電影的藝術形式 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Forms of Asian American Literature and Film [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,左乙萱,四 6-7 本部 誠203,55,56,,◎數位課程 建議英語閱讀能力中高級者選修。上課前請學會用Microsoft Teams、Moodle，有關Microsoft Teams之資訊見網大同步教學工具便利包與登入Moodle。有內建或外接麥克風。E-mail索取與第二週在教室上課時發放授權碼。若人數超過，出示或e-mail以下刪除個資與照片之影本或電子版優先，依次為1.GPA達4。大一則任何考試成績或成就特優。2.其他優異表現或指考英文達頂標。3.平均成績達3.7 (1)大四，(2)研究所或就業與此領域相關。索取授權碼、作業、信件與簡訊註明(1)姓名、(2)課名、A班、(3)學號、(4)星期幾與節次（例如四6-7）、(5)中文數位授課。
0913,01UG011,通識,B,,,是,,,亞裔美國文學與電影的藝術形式 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Forms of Asian American Literature and Film [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,左乙萱,五 6-7 本部 誠203,55,56,,"Students should be able to read journal articles written in English and write an essay in English. Learn how to use Microsoft Teams and Moodle. Include your name, your student number, course title, and class B in all correspondence."
0914,01UG012,通識,,,,,,,舞蹈鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Dance Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],3.0,通,半,王宏豪,四 6-8 本部 誠101,50,72,,
0915,01UG016,通識,,,,,,,戲劇鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Drama Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,馮翊綱,三 3-4 本部 正105,50,50,,
0916,01UG018,通識,,,,,,,民間文學與說唱藝術 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Folk Literatures and Speaking-Singing Arts [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,蔡孟珍,三 3-4 本部 誠202,85,97,◎國文系（學）不得選修,
0917,01UG021,通識,,,,,,,文學與電影 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Literature and Film [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],3.0,通,半,蘇榕,四 2-4 本部 誠208,70,70,,◎數位課程
0918,01UG027,通識,,,,,,,日本美術鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Appreciation of Japanese Art [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,蔡家丘,四 8-9 本部 誠108,50,55,,
0919,01UG033,通識,,,,,,,音樂與戲劇 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 跨域專業探索課程 ],Music and Drama [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts Cross-domain Exploration ],2.0,通,半,王望舒,四 5-6 本部 音308,50,59,◎音樂系（學）不得選修,
3359,01UG034,通識,,,,,,,認識臺灣原住民樂舞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感 歷史與文化  ；109起入學：人文藝術 ],Understanding on Taiwan Aboriginal Dance [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics History and Culture  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,王宏豪,四 3-4 本部 誠201,50,55,,
0920,02UG001,通識,A,,,,,,哲學入門 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Introduction to Philosophy [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,傅皓政,一 3-4 本部 誠301,95,96,◎公領系（學）不得選修,
0921,02UG001,通識,B,,,,,,哲學入門 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Introduction to Philosophy [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,王鍾山,二 3-4 公館 理圖001,60,47,◎公領系（學）不得選修,
0922,02UG001,通識,C,,,,,,哲學入門 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Introduction to Philosophy [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,王鍾山,二 6-7 公館 理圖001,60,55,◎公領系（學）不得選修,
0923,02UG002,通識,,,,,,,思考方法 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Methods of Thinking [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,紀金慶,四 6-7 公館 理圖001,50,61,,
0924,02UG007,通識,,,,,,,中國哲人的生命與心靈 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],The Intrinsic Life and Thinking of the Ancient Chinese Philosophers [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,黃瑩暖,二 3-4 本部 誠208,50,56,◎國文系（學）不得選修,
0925,02UG008,通識,,,,,,,中國古代思想的現代意義 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],The Modern Meanings of Thoughts in Ancient China [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,謝聰輝,三 8-9 本部 誠302,50,51,◎國文系（學）不得選修,
0926,02UG010,通識,A,,,,,,人生哲學與批判性思考 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],A Good Life and Critical Thinking [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,鄭鈞瑋,三 3-4 本部 誠108,65,64,,
0927,02UG010,通識,B,,,,,,人生哲學與批判性思考 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],A Good Life and Critical Thinking [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,鄭鈞瑋,三 6-7 本部 誠108,65,65,,
0928,02UG010,通識,C,,,,,,人生哲學與批判性思考 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],A Good Life and Critical Thinking [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,紀金慶,四 3-4 公館 理圖001,50,68,,
0929,02UG015,通識,,,,,,,生物哲學導論 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Introduction to Philosophy of Biology [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,林陳涌,二 8-9 公館 理圖002,50,59,,
0930,02UG019,通識,,,,,,,佛學中的人生智慧 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理 歷史與文化  ；109起入學：社會科學 ],Wisdom of Life from Buddhism [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning History and Culture  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,釋見見,三 8-9 本部 誠101,70,120,,
0931,03UG002,通識,,,,是,,,現代民主政治 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Modern Democratic Politics [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,張敦為,四 3-4 公館 理圖002,50,43,◎公領系（學）不得選修,
0932,03UG003,通識,,,,是,,,多元文化 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Multicultural Literacy [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,張敦為,三 8-9 公館 Ｓ204,50,19,,
0933,03UG005,通識,A,,,,,,現代公民與法律 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Citizenship and Law [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,陳彥,二 9-10 本部 誠104,50,51,◎公領系（學）不得選修,
0934,03UG005,通識,B,,,,,,現代公民與法律 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Citizenship and Law [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,劉恆妏,三 6-7 本部 綜210展覽廳,90,98,◎公領系（學）不得選修,
0935,03UG006,通識,,,,,,,憲法與人權 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Constitution and Human Rights [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,呂啟民,四 6-7 本部 誠301,90,88,◎公領系（學）不得選修,
0936,03UG012,通識,,,,,,,臺灣流行文化 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 跨域專業探索課程 ],Taiwan Popular Culture [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences Cross-domain Exploration ],2.0,通,半,莊佳穎,三 6-7 本部 誠101,120,133,,
0937,03UG024,通識,,,,,,,環境與傳播 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Environment and Communication [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,楊樺,一 3-4 公館 Ｓ102,100,120,,
0938,03UG027,通識,A,,,,,,女性文學、性別平等理論與婦運 [ 97-105入學：公民素養與社會探究 ；106-108入學：語言與文學 公民素養與社會探究  ；109起入學：人文藝術 ],"Women's Literature, Feminist Theory, and the Women's Movement [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Humanities and Arts ]",2.0,通,半,左乙萱,四 4-5 本部 誠203,55,48,,◎數位課程 建議英語閱讀能力中高級者選修。上課前請學會用Microsoft Teams、Moodle，有關Microsoft Teams之資訊見網大同步教學工具便利包與登入Moodle。有內建或外接麥克風。E-mail索取與第二週在教室上課時發放授權碼。若人數超過，出示或e-mail以下刪除個資與照片之影本或電子版優先，依次為1.GPA達4。大一則任何考試成績或成就特優。2.其他優異表現或指考英文達頂標。3.平均成績達3.7 (1)大四，(2)研究所或就業與此領域相關。索取授權碼、作業、信件與簡訊註明(1)姓名、(2)課名、A班、(3)學號、(4)星期幾與節次（例如四4-5）、(5)中文數位授課。
0939,03UG027,通識,B,,,是,,,女性文學、性別平等理論與婦運 [ 97-105入學：公民素養與社會探究 ；106-108入學：語言與文學 公民素養與社會探究  ；109起入學：人文藝術 ],"Women's Literature, Feminist Theory, and the Women's Movement [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Humanities and Arts ]",2.0,通,半,左乙萱,五 4-5 本部 誠203,55,48,,"Students should be able to read journal articles written in English and write an essay in English. Learn how to use Microsoft Teams and Moodle. Include your name, your student number, course title, and class B in all correspondence."
0940,03UG031,通識,,,,,,,鑑識科學概論 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Introduction to Forensic Sciences [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,姜雲生,四 3-4 本部 綜210展覽廳,120,173,,原則上不提供授權碼。急需授權碼者（限大四或延畢同學）須於開學首次上課時親洽任課教師，且須俟加選截止前5日始能取得授權碼。
0941,03UG041,通識,A,,,,,,管理學入門 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 跨域專業探索課程 ],Introduction to Management [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences Cross-domain Exploration ],2.0,通,半,施友元,一 A-B 本部 誠208,60,60,◎企管系（學）不得選修,
